matrix_name,n_rows,n_cols,nnz_frac,min_value,max_value,avg_nz_p_row,std_nz_p_row
qh882,882,882,0.4311475156956206,-813860000000.0,6684100000000.001,3.802721088435374,1.7430371587320825
rbsa480,480,480,7.416666666666667,-99.0,99.0,35.6,0.4898979485566356
rbsb480,480,480,7.416666666666667,-98.0,99.0,35.6,0.48989794855663565
rdb2048,2048,2048,0.286865234375,-38.848,8.712,5.875,0.3423265984407288
rdb5000,5000,5000,0.11839999999999999,-87.232,20.808,5.92,0.2771281292110203
rdb968,968,968,0.6010518407212623,-20.928,4.232,5.818181818181818,0.4065578140908708
rw136,136,136,2.589749134948097,0.0333333333,1.0,3.5220588235294117,0.7569959181324587
rw496,496,496,0.7556419094693028,0.0166666667,1.0,3.747983870967742,0.5811174994155236
rw5151,5151,5151,0.07612841177228141,0.005,1.0,3.9213744903902157,0.3376223775937767
tub100,100,100,3.9600000000000004,-1063.761,960.4,3.96,0.19595917942265428
tub1000,1000,1000,0.39960000000000007,-100603.771,99600.3974,3.996,0.063118935352238
bcsstk34,588,588,3.1824124207506133,-6605128.165,13957011.22,36.425170068027214,9.307822352401553
bcsstm34,588,588,3.5948563098708872,-2.332300242,5.087807397,41.275510204081634,10.864296464330392
bcsstm35,30237,30237,0.0019918489202139533,-0.006924706419,0.02939324807,0.6819128881833515,1.0343288801838746
bcsstm37,25503,25503,0.0022701309489175504,-1.878603624e-05,0.0001170886521,0.6087519115398189,0.7002144117753641
bcsstm38,8032,8032,0.012155685028809067,-0.03921090417,541.1039576,1.3054033864541832,1.9483445538779793
bcsstm39,46772,46772,0.0021380313007782433,0.0033504,27.711,1.0,0.0
msc00726,726,726,3.3433508640120206,-295378561.4756,1622554052.227,47.54545454545455,18.518325373954507
msc01050,1050,1050,1.3698866213151928,-5184197.620225,11648396.40256,27.767619047619046,17.51829789099764
msc01440,1440,1440,1.150414737654321,-165472.6843999,384172.0325023,32.13194444444444,7.329399065651989
msc04515,4515,4515,0.25072570942925576,-3956724663.586,8506216367.037,21.640531561461795,4.967749428028693
nasa1824,1824,1824,0.6166560864881502,-5554713.3704705,10641482.899412,21.49561403508772,7.041386306274425
circuit_1,2624,2624,0.5202765978212374,-1.009145309728,1.0,13.652057926829269,72.86616252131033
circuit_2,4510,4510,0.10422269310377039,-1.0,1.161570934172,4.700443458980044,22.50663513456656
circuit_3,12127,12127,0.03273197912184282,-1.748877912894,5.783212475187655,3.9694071081058793,21.046869069292658
coater1,1348,1348,1.0707697523091688,1.00613961607e-15,61.44,14.433976261127597,11.493357773661405
thermal,3456,3456,0.5570023148148148,-0.30957790468221263,0.6297102706517669,19.25,4.968651728587948
cavity01,317,317,7.291345321378459,-2.48888888888908,8.53333333333291,23.113564668769715,12.490995074676682
cavity02,317,317,7.291345321378459,-11.6837655252192,14.8727683082631,23.113564668769715,18.064196045653027
cavity03,317,317,7.291345321378459,-24.5672207737822,25.4329905982141,23.113564668769715,12.490995074676682
cavity04,317,317,7.291345321378459,-40.5752246304642,37.7898598108907,23.113564668769715,18.064196045653027
cavity05,1182,1182,2.343886441003089,-2.4888888888897,8.53333333333319,27.704737732656515,14.45384607006633
cavity06,1182,1182,2.343886441003089,-7.2918135175031,11.5494641614226,27.704737732656515,17.627417535143614
cavity07,1182,1182,2.343886441003089,-12.2483026091326,14.9642495546399,27.704737732656515,14.45384607006633
cavity08,1182,1182,2.343886441003089,-18.1235476456259,19.2339641648724,27.704737732656515,17.627417535143614
cavity09,1182,1182,2.343886441003089,-24.0611037479102,25.61631490394,27.704737732656515,14.45384607006633
cavity10,2597,2597,1.1323008435579751,-2.48888888889017,8.53333333333347,29.405852907200615,14.9471695889218
cavity11,2597,2597,1.1323008435579751,-6.14694460600666,10.4165736770767,29.405852907200615,17.184565513536555
cavity12,2597,2597,1.1323008435579751,-9.31599048167749,12.7089207842298,29.405852907200615,14.9471695889218
cavity13,2597,2597,1.1323008435579751,-12.4278412886147,14.9866446160314,29.405852907200615,17.184565513536555
cavity14,2597,2597,1.1323008435579751,-16.3539735763736,17.2002703540105,29.405852907200615,14.9471695889218
cavity15,2597,2597,1.1323008435579751,-20.2877682149463,21.3163456280564,29.405852907200615,17.184565513536555
ex10,2410,2410,0.49284619755169506,-18628014.1325574,37256028.1574805,22.755186721991702,11.483626448880035
ex10hs,2548,2548,0.4609765654843026,-13642341.7472121,27284683.438571,22.491365777080063,11.300498211587858
ex12,3973,3973,0.2666627979485742,-33.8814194486026,74.3522493563673,20.189025924993707,7.833033651905091
ex13,2568,2568,0.592876864549063,-2758147779.13785,5518465785.68597,29.450155763239877,11.370728459858015
ex14,3251,3251,0.33128012761092557,-710223.86701601,11363581.9767373,20.53983389726238,7.7900312416389195
ex15,6867,6867,0.11190378323175387,-1737969085.35284,4086917448.40901,14.368865589049076,4.37326867218596
ex18,5773,5773,0.2154525167467411,-21058965.9248151,41518282.4742553,12.438073791789364,4.81047545109369
ex20,2203,2203,1.441953148937126,-0.460872725467032,0.921745958884546,31.766227871084883,15.40953432882788
ex21,656,656,4.448616894705532,-0.0324326289707733,0.478009099167336,29.182926829268293,14.402534540481687
ex22,839,839,3.226924612278935,-3.87511960114014,7.80955441089708,27.073897497020262,13.563931451410959
ex23,1409,1409,2.201350841518153,-65572.1856668754,132271.819829048,31.017033356990773,14.78378812074325
ex24,2283,2283,0.9350761278251388,-21.9954732669221,44.2949936217606,21.34778799824792,8.423988449482678
ex25,848,848,3.422592559629761,-0.173755458259233,0.351872053653521,29.02358490566038,14.524602107931715
ex26,2163,2163,2.0098666921445423,-23.4243163262855,46.8486326306227,43.47341655108645,22.576435346199823
ex27,974,974,4.2988333213868595,-0.0706368436899623,0.156270661642703,41.87063655030801,27.451276609291124
ex28,2603,2603,1.1479558516437416,-24.6162961176356,49.3352456377324,29.881290818286594,14.809772381630877
ex29,2870,2870,0.2883851934587041,-0.0369978178766144,1.0,8.27665505226481,2.0385087027494575
ex31,3909,3909,0.7549403050899391,-19.7015333012222,6.21934816313487,29.51061652596572,16.59750918610848
ex32,1159,1159,0.4653531167343244,-21.2222222222227,48.4444444444448,9.78688524590164,2.486956596138448
ex33,1733,1733,0.39826337059137495,-20000000026.6699,40000000053.3896,12.803808424697056,4.226103509600613
ex36,3079,3079,0.5679496966374589,-57.0715555492768,184.804828611155,17.48717115946736,7.342483463852896
ex37,3565,3565,0.5318262915323319,-47.5073842203169,124.123640958543,18.95960729312763,20.3234447793655
ex5,27,27,20.98765432098765,-1185186.25185195,2370376.05925936,10.333333333333334,3.197221015541813
ex6,1651,1651,1.817190616629754,-110.855286968252,221.801798706442,30.001817080557238,14.758401492937724
ex7,1633,1633,2.0453453702325244,-511933436.710323,1023866874.24285,33.400489895897124,15.324777107395569
ex8,3096,3096,1.1094585661919354,-10398466.8208197,20796934.0468925,34.348837209302324,15.221504658681887
ex9,3363,3363,0.4546246700529427,-994573240.156551,1989146471.04115,29.578055307760927,11.514464400039534
big,13209,13209,0.052422177711085004,-2.0,39128.0,6.924445453857219,0.9337424571989422
nopoly,10774,10774,0.03515534530960601,-2.0,20.0,6.575273807313904,1.0993210918691776
pesa,11738,11738,0.05774831477779999,-2.0,33914.0,6.7784971886181635,0.8853174997398665
garon1,3175,3175,0.8821576043152085,-11.594,23.8014,28.008503937007873,10.758959209589307
b1_ss,7,7,30.612244897959183,-1.0,1.0,2.142857142857143,0.34992710611188266
b2_ss,1089,1089,0.3565161591708048,-100000.0,100000.0,3.882460973370064,2.1962809797376064
b_dyn,1089,1089,0.3595517745279829,-29135.14,5.268355,3.915518824609734,2.196965043226857
bayer02,13935,13935,0.03279308605011556,-3100.000000000029,126000.0000000005,4.5697165410836025,3.792576931758104
bayer03,6747,6747,0.12344797875682507,-9772522.315666318,541830219.1074829,8.329035126722989,8.427262622074807
bayer04,20545,20545,0.03768849117095767,-1157017776.145035,3379593082.082626,7.743100511073254,8.164671966058028
bayer05,3268,3268,0.26064099932732976,-1924191423059.352,3600000.0,8.517747858017136,11.522554788625005
bayer06,3008,3008,0.3047723800362155,-4422.877043341607,608482755.0395546,9.167553191489361,11.787197137299165
bayer07,3268,3268,0.26064099932732976,-1924191421510.75,3600000.0,8.517747858017136,11.522554788625005
bayer08,3008,3008,0.3047723800362155,-12166.73157457664,6503089034.341034,9.167553191489361,11.787197137299165
bayer09,3083,3083,0.22321144413154115,-2345779.014889985,1212852175.472435,6.881608822575414,7.731585894317324
bayer10,13436,13436,0.052582979471289294,-9999.999999999767,9999.999999999767,7.06504912176243,7.449538224476226
d_dyn,87,87,3.144404809089708,-79.6894,79.6894,2.735632183908046,1.1982724165445653
d_dyn1,87,87,3.144404809089708,-25200.0,25200.0,2.735632183908046,1.1982724165445653
d_ss,53,53,5.30437878248487,-25200.0,25200.0,2.811320754716981,1.028950807881961
meg1,2904,2904,0.6894404222540962,-1000000.0,1183544.76516597,20.021349862258955,25.719874433550338
meg4,5860,5860,0.07665785274144137,-10000.0,212572.92066,7.993515358361774,19.042138262857396
poli,4008,4008,0.05097091246648419,-1.0,1.0,2.0429141716566868,3.5704563257195883
poli_large,15575,15575,0.013634229856568307,-1.0,1.0,2.1235313001605136,8.92999823229521
G1,800,800,2.99625,1.0,1.0,47.94,6.316557606798185
G10,800,800,2.99625,-1.0,1.0,47.94,6.647849276269732
G11,800,800,0.25,-1.0,1.0,4.0,0.0
G12,800,800,0.25,-1.0,1.0,4.0,0.0
G13,800,800,0.25,-1.0,1.0,4.0,0.0
G14,800,800,0.7334375,1.0,1.0,11.735,11.535370605229812
G15,800,800,0.72828125,1.0,1.0,11.6525,12.114010225767517
G16,800,800,0.73,1.0,1.0,11.68,11.571953162711987
G17,800,800,0.72921875,1.0,1.0,11.6675,11.782802881742528
G18,800,800,0.7334375,-1.0,1.0,11.735,11.535370605229812
G19,800,800,0.72828125,-1.0,1.0,11.6525,12.114010225767517
G2,800,800,2.99625,1.0,1.0,47.94,6.517008516182866
G20,800,800,0.73,-1.0,1.0,11.68,11.571953162711987
G21,800,800,0.72921875,-1.0,1.0,11.6675,11.782802881742528
G22,2000,2000,0.49975,1.0,1.0,19.99,4.543775962786898
G23,2000,2000,0.49975,1.0,1.0,19.99,4.358887472738886
G24,2000,2000,0.49975,1.0,1.0,19.99,4.538821432927275
G25,2000,2000,0.49975,1.0,1.0,19.99,4.5047641447694025
G26,2000,2000,0.49975,1.0,1.0,19.99,4.5618965354334815
G27,2000,2000,0.49975,-1.0,1.0,19.99,4.543775962786898
G28,2000,2000,0.49975,-1.0,1.0,19.99,4.414623426748878
G29,2000,2000,0.49975,-1.0,1.0,19.99,4.538821432927275
G3,800,800,2.99625,1.0,1.0,47.94,6.658182935305999
G30,2000,2000,0.49975,-1.0,1.0,19.99,4.5047641447694025
G31,2000,2000,0.49975,-1.0,1.0,19.99,4.5618965354334815
G32,2000,2000,0.1,-1.0,1.0,4.0,0.0
G33,2000,2000,0.1,-1.0,1.0,4.0,0.0
G34,2000,2000,0.1,-1.0,1.0,4.0,0.0
G35,2000,2000,0.29445,1.0,1.0,11.778,13.7584052854973
G36,2000,2000,0.29415,1.0,1.0,11.766,13.613752017720907
G37,2000,2000,0.294625,1.0,1.0,11.785,13.987486371753862
G38,2000,2000,0.294475,1.0,1.0,11.779,13.892989563085406
G39,2000,2000,0.29445,-1.0,1.0,11.778,13.7584052854973
G4,800,800,2.99625,1.0,1.0,47.94,6.672248496571452
G40,2000,2000,0.29415,-1.0,1.0,11.766,13.613752017720907
G41,2000,2000,0.294625,-1.0,1.0,11.785,13.987486371753862
G42,2000,2000,0.294475,-1.0,1.0,11.779,13.892989563085406
G43,1000,1000,0.9990000000000001,1.0,1.0,19.98,4.423980108454377
G44,1000,1000,0.9990000000000001,1.0,1.0,19.98,4.474997206703039
G45,1000,1000,0.9990000000000001,1.0,1.0,19.98,4.3393087007033735
G46,1000,1000,0.9990000000000001,1.0,1.0,19.98,4.252246465105239
G47,1000,1000,0.9990000000000001,1.0,1.0,19.98,4.384472602263584
G48,3000,3000,0.06666666666666667,1.0,1.0,4.0,0.0
G49,3000,3000,0.06666666666666667,1.0,1.0,4.0,0.0
G5,800,800,2.99625,1.0,1.0,47.94,6.647849276269732
G50,3000,3000,0.06666666666666667,1.0,1.0,4.0,0.0
G51,1000,1000,0.5909,1.0,1.0,11.818,12.929612368512831
G52,1000,1000,0.5916,1.0,1.0,11.832,12.400071612696438
G53,1000,1000,0.5914,1.0,1.0,11.828,12.420161673665925
G54,1000,1000,0.5916,1.0,1.0,11.832,12.38700028255429
G55,5000,5000,0.04999200000000001,1.0,1.0,4.9992,2.259557337179121
G56,5000,5000,0.04999200000000001,-1.0,1.0,4.9992,2.259557337179121
G57,5000,5000,0.04,-1.0,1.0,4.0,0.0
G58,5000,5000,0.11828,1.0,1.0,11.828,15.764593746747806
G59,5000,5000,0.11828,-1.0,1.0,11.828,15.764593746747806
G6,800,800,2.99625,-1.0,1.0,47.94,6.316557606798185
G60,7000,7000,0.03499591836734694,1.0,1.0,4.8994285714285715,2.183483380625872
G61,7000,7000,0.03499591836734694,-1.0,1.0,4.8994285714285715,2.183483380625872
G62,7000,7000,0.028571428571428574,-1.0,1.0,4.0,0.0
G63,7000,7000,0.08461020408163265,1.0,1.0,11.845428571428572,16.25339856203393
G64,7000,7000,0.08461020408163265,-1.0,1.0,11.845428571428572,16.25339856203393
G65,8000,8000,0.025,-1.0,1.0,4.0,0.0
G66,9000,9000,0.022222222222222223,-1.0,1.0,4.0,0.0
G67,10000,10000,0.02,-1.0,1.0,4.0,0.0
G7,800,800,2.99625,-1.0,1.0,47.94,6.517008516182866
G8,800,800,2.99625,-1.0,1.0,47.94,6.658182935305999
G9,800,800,2.99625,-1.0,1.0,47.94,6.672248496571452
add20,2395,2395,0.30193383048365374,-0.285714285714286,0.498101197923492,7.231315240083507,13.03186797930596
add32,4960,4960,0.09708311654526534,-0.0166666666666667,0.04231847146052,4.815322580645161,3.683409718454661
memplus,17758,17758,0.040003606952254606,-0.158730158730159,1.409654974818,7.103840522581372,22.03544651570614
g7jac010,2880,2880,0.23672598379629628,-9608478.06381525,9249075.94727358,6.817708333333333,6.353457525319712
g7jac010sc,2880,2880,0.23672598379629628,-13538.2890352413,3295.7876806318,6.817708333333333,6.353457525319712
g7jac020,5850,5850,0.13285119438965592,-9374124.93630709,9023488.73342022,7.771794871794872,8.485848915763837
g7jac020sc,5850,5850,0.13285119438965592,-27076.5780704826,1647.8938403159,7.771794871794872,8.485848915763837
jan99jac020,6774,6774,0.08432003817371148,-609927.222425452,949600.864263685,5.711839385887216,5.826969540876282
jan99jac020sc,6774,6774,0.08432003817371148,-128.0,256.0,5.711839385887216,5.826969540876282
jan99jac040,13694,13694,0.044176359972457314,-728774.967621682,1061175.98914369,6.049510734628305,6.288221419445554
jan99jac040sc,13694,13694,0.044176359972457314,-128.0,256.0,6.049510734628305,6.288221419445554
mark3jac020,9129,9129,0.06740570679572276,-3621949.89524179,12206789.5345425,6.153466973381532,4.3279666216774215
mark3jac020sc,9129,9129,0.06740570679572276,-2097152.0,1048576.0,6.153466973381532,4.3279666216774215
lp_25fv47,821,1876,0.695041410314012,-206.899897,238.949997,13.038976857490864,16.714437323198563
lp_80bau3b,2262,12061,0.08527239699813599,-7.7334,104.74,10.28470380194518,11.663280753171366
lp_adlittle,56,138,5.486542443064183,-64.3,55.0,7.571428571428571,6.155303006517293
lp_afiro,27,51,7.4074074074074066,-1.06,2.429,3.7777777777777777,1.8121673811444543
lp_agg,488,615,0.9536185525789683,-2.43911,424.0,5.864754098360656,3.0832286178654003
lp_agg2,516,758,1.2118794870221514,-2.43911,424.0,9.186046511627907,6.152162841289529
lp_agg3,516,758,1.2159702194677957,-2.43911,424.0,9.217054263565892,6.176300340517798
lp_bandm,305,472,1.7324256737982773,-104.0,200.0,8.177049180327868,9.244659839872872
lp_beaconfd,173,295,6.677770157734887,-100.0,500.0,19.69942196531792,33.7327451025176
lp_blend,74,114,6.187766714082503,-14.0,66.0,7.054054054054054,4.928932486506345
lp_bnl1,643,1586,0.5424603696026076,-78.0,5.4,8.603421461897357,11.142221583864012
lp_bnl2,2324,4486,0.14384012068911273,-78.0,30.0,6.452667814113597,8.871277635892977
lp_bore3d,233,334,1.8606563696641054,-1426.904,90.9,6.214592274678112,8.950332764395785
lp_brandy,220,303,3.303330333033303,-60.0,203.7,10.00909090909091,16.074822467304948
lp_capri,271,482,1.4515165898546951,-17.07845,217.74481,6.996309963099631,7.005795257887272
lp_cre_a,3516,7248,0.07129188044813116,-71.0,26.9,5.167235494880546,12.352078875215154
lp_cre_c,3068,6411,0.08122956042183853,-71.0,26.9,5.2076271186440675,12.11699730562427
lp_cycle,1903,3371,0.33100478518126153,-910.618,538.13672,11.158171308460325,11.486504005578917
lp_czprob,929,3562,0.3235927131804498,-1.0,137.0,11.52637244348762,45.00333206028938
lp_d2q06c,2171,5831,0.2613218742784341,-981.69986,2322.699524,15.237678489175495,16.581045572298873
lp_d6cube,415,6184,1.4691625492916036,-4.0,360.0,90.85301204819277,438.50816654822034
lp_degen2,444,757,1.2498958668047175,-1.0,1.0,9.461711711711711,11.510898586089281
lp_degen3,1503,2604,0.6498012679198694,-1.0,1.0,16.9208250166334,32.270805830761645
lp_dfl001,6071,12230,0.047990304967128555,-2.0,2.0,5.8692142974798225,7.5710455494562865
lp_e226,223,472,2.6297788249600975,-1486.2,771.0,12.41255605381166,19.672434658547985
lp_etamacro,400,816,0.7772671568627451,-1000.0,2000.0,6.3425,4.565106105010046
lp_fffff800,524,1028,1.1882926901713844,-120.0,108984.56,12.215648854961833,23.20900028102538
lp_finnis,497,1064,0.5219285638643893,-32.0,31.56,5.553319919517103,6.253343093364185
lp_fit1d,24,1049,53.33253892596124,-1890.0,1176.0,559.4583333333334,311.1198829988566
lp_fit1p,627,1677,0.9384875969943289,-1890.0,660.0,15.738437001594896,1.7403659023611604
lp_fit2p,3000,13525,0.12392852741836106,-2564.0,720.0,16.761333333333333,2.111169870527292
lp_ganges,1309,1706,0.3106368839766537,-1.0,1.0,5.2994652406417115,8.551761670808387
lp_gfrd_pnc,616,1160,0.3421686072548142,-1095.2,1095.2,3.969155844155844,1.8038621809662707
lp_greenbea,2392,5598,0.23203162620190443,-100.0,12.29,12.98913043478261,20.90686183574922
lp_greenbeb,2392,5598,0.23203162620190443,-100.0,12.29,12.98913043478261,20.90686183574922
lp_grow15,300,645,2.904392764857881,-1.0,1.0,18.733333333333334,4.541169697580373
lp_grow22,440,946,1.9825100903325004,-1.0,1.0,18.754545454545454,4.53909555195218
lp_grow7,140,301,6.198386331276697,-1.0,1.0,18.65714285714286,4.54779605738778
lp_israel,174,316,4.443110723119452,-1600.0,1600.0,14.040229885057471,17.880625614361094
lp_kb2,43,68,10.704514363885089,-107.52,113.0,7.27906976744186,3.2444986095991233
lp_ken_07,2426,3602,0.09617264018844528,-1.0,1.0,3.464138499587799,5.2437447542376106
lp_ken_11,14694,21349,0.015638398156498777,-1.0,1.0,3.338641622430924,7.404383095290985
lp_ken_13,28632,42659,0.007961765657008742,-1.0,1.0,3.3964096116233584,8.532040165042675
lp_lotfi,153,366,2.0286438801385764,-475.0,1000.0,7.42483660130719,13.426484806320179
lp_maros,846,1966,0.6094745423980722,-16838.4,870.0,11.9822695035461,14.737768260122357
lp_modszk1,687,1620,0.284651463690765,-1.19001,1.07214,4.611353711790393,2.4986842071725004
lp_pds_02,2953,7716,0.07272656094609571,-1.0,1.0,5.611581442600745,7.310247387686095
lp_pds_06,9881,29351,0.021798704781096266,-1.0,1.0,6.398137840299565,6.328920113917182
lp_perold,625,1506,0.6531739707835325,-23614.62891,23614.62891,9.8368,8.234692815157102
lp_pilot,1441,4860,0.6336334792653707,-109.2,145.6,30.794587092297014,40.90965315025197
lp_pilot4,410,1123,1.1432791086592966,-27843.98828,27843.98828,12.839024390243903,13.881324145188577
lp_pilot87,2030,6680,0.5527049349576709,-1000.0,67.339981,36.92068965517242,52.8431559294902
lp_pilot_ja,940,2267,0.702822175712583,-5851141.0,5851141.0,15.932978723404256,28.726086773871113
lp_pilot_we,722,2928,0.4382653679063924,-47950.9375,47950.9375,12.83240997229917,13.285628500863167
lp_pilotnov,975,2446,0.5589869383818689,-5851141.0,5851141.0,13.672820512820513,22.931707524591914
lp_qap12,3192,8856,0.13550135501355012,-1.0,1.0,12.0,0.0
lp_qap15,6330,22275,0.06734006734006734,-1.0,1.0,15.0,0.0
lp_qap8,912,1632,0.49019607843137253,-1.0,1.0,8.0,0.0
lp_recipe,91,204,3.7007110536522303,-93.0,145.0,7.549450549450549,5.001678259583458
lp_sc105,105,163,1.98656149576395,-1.0,2.0,3.238095238095238,0.9105080687784473
lp_sc205,205,317,1.0233130722474417,-1.0,2.0,3.2439024390243905,0.8993354675341024
lp_sc50a,50,78,4.102564102564102,-1.0,2.0,3.2,0.9591663046625439
lp_sc50b,50,78,3.794871794871795,-1.0,3.0,2.96,0.82365041127896
lp_scagr25,471,671,0.545815258146886,-9.32,1.5,3.662420382165605,2.4326707823667273
lp_scagr7,129,185,1.9484600879949718,-9.32,1.5,3.604651162790698,2.3834656698267827
lp_scfxm1,330,600,1.3797979797979798,-130.0,99.0,8.27878787878788,8.65821584167692
lp_scfxm2,660,1200,0.690530303030303,-130.0,99.0,8.286363636363637,8.670821609450867
lp_scfxm3,990,1800,0.46049382716049386,-130.0,99.0,8.28888888888889,8.675017991293764
lp_scorpion,388,466,0.8484137870005752,-1.0,1.0,3.9536082474226806,2.6394923698016743
lp_scrs8,490,1275,0.5262905162064826,-2.0,388.76506,6.710204081632653,9.498318753443904
lp_scsd1,77,760,4.080656185919343,-1.0,1.0,31.01298701298701,9.284106663125906
lp_scsd6,147,1350,2.1748551272360794,-1.0,1.0,29.360544217687075,8.96853576217615
lp_scsd8,397,2750,0.7862605907945958,-1.0,1.0,21.622166246851386,2.721000027784508
lp_sctap1,300,660,0.9454545454545455,-33.0,80.0,6.24,4.641379105395291
lp_sctap2,1090,2500,0.2691376146788991,-33.0,80.0,6.728440366972477,6.212713980116699
lp_sctap3,1480,3340,0.1969169768570966,-33.0,80.0,6.577027027027027,6.199783067200869
lp_share1b,117,253,3.982973548190939,-479.5598,1322.23,10.076923076923077,7.561885811639241
lp_share2b,96,162,4.996141975308642,-103.0,101.0,8.09375,3.631683852452835
lp_shell,536,1777,0.37355428821004716,-1.0,1.0,6.638059701492537,12.409507036621484
lp_ship04l,402,2166,0.7327168405433588,-1.0,4.706,15.870646766169154,24.541024320636488
lp_ship04s,402,1506,0.7267777975989905,-1.0,4.706,10.945273631840797,17.58425318995688
lp_ship08l,778,4363,0.3795058587432175,-1.0,5.0,16.55784061696658,25.031237481111063
lp_ship08s,778,2467,0.3748190771135284,-1.0,5.0,9.246786632390746,14.924515165101452
lp_ship12l,1151,5533,0.2555710677095314,-1.0,1.6,14.140747176368375,21.415852726617995
lp_ship12s,1151,2869,0.25086161759713693,-1.0,1.6,7.197219808861859,12.024816184046704
lp_sierra,1227,2735,0.238419831666838,-1.0,100000.0,6.52078239608802,5.688477612328765
lp_stair,356,614,1.8313325769498223,-3.0,9.85263,11.24438202247191,9.811959390968445
lp_standata,359,1274,0.7062177774473835,-25.0,300.0,8.997214484679665,39.70374263051822
lp_standgub,361,1383,0.6687857902548356,-25.0,300.0,9.249307479224377,39.93643017595697
lp_standmps,467,1274,0.6518107160505447,-25.0,300.0,8.30406852248394,34.83423032436353
lp_stocfor1,117,165,2.595182595182595,-1.0,336.6,4.282051282051282,3.226085330779816
lp_stocfor2,2157,3045,0.1424620493250295,-1.0,336.6,4.337969401947149,2.7845374351683163
lp_stocfor3,16675,23541,0.01948127503726154,-1.0,336.6,4.586086956521739,3.290613356549752
lp_truss,1000,8806,0.3161026572791279,-1.0,1.0,27.836,5.888047554155792
lp_tuff,333,628,2.1810026587096654,-240.0,10000.0,13.696696696696696,30.102246499944858
lp_vtp_base,198,346,1.5341274011794244,-300.0,4000.0,5.308080808080808,4.726994833410147
lp_wood1p,244,2595,11.089421649451973,-1000.0,942.7632,287.7704918032787,441.00381558301115
lp_woodw,1098,8418,0.40557336369588803,-1000.0,1000.0,34.14116575591986,112.84838031296825
lpi_bgdbg1,348,629,0.7592785483252015,-1.0,7.0,4.775862068965517,3.38629643817282
lpi_bgetam,400,816,0.7772671568627451,-1000.0,2000.0,6.3425,4.565106105010046
lpi_bgindy,2671,10880,0.22802789217521527,-3.75,6.4000001,24.80943466866342,109.7916341125115
lpi_bgprtr,20,40,8.75,-1.0,900.0,3.5,0.9219544457292888
lpi_box1,231,261,1.0797631487286659,-1.0,1.0,2.8181818181818183,4.0699317864262685
lpi_ceria3d,3576,4400,0.13459680699613585,-1.0,1.0,5.922259507829978,17.359892866986172
lpi_chemcom,288,744,0.7420474910394265,-1.0,1.0,5.520833333333333,1.8928548030833097
lpi_cplex1,3005,5224,0.0697344650187411,-100.0,100.0,3.642928452579035,18.342914614339712
lpi_cplex2,224,378,1.4349489795918369,-1.0,1.0,5.424107142857143,11.97145224463863
lpi_ex72a,197,215,1.102585290992799,-1.0,1.0,2.3705583756345177,0.9610412040234613
lpi_ex73a,193,211,1.1222159467622719,-1.0,1.0,2.3678756476683938,0.9354304902840606
lpi_forest6,66,131,2.8452463566967383,-1.0,1.0,3.727272727272727,0.8624393618641035
lpi_galenet,8,14,19.642857142857142,-1.0,1.0,2.75,0.82915619758885
lpi_gosh,3792,13455,0.19590422521077447,-57.1,203.1909,26.358913502109704,37.108826580908314
lpi_gran,2658,2525,0.299652087104873,-544.234192,393.967773,7.5662151993980435,10.917689963898962
lpi_greenbea,2393,5596,0.23204742686779734,-100.0,12.29,12.985374007521939,20.901381156816935
lpi_itest2,9,13,22.22222222222222,-1.0,3.0,2.888888888888889,0.5665577237325317
lpi_itest6,11,17,15.508021390374333,-3.0,2.0,2.6363636363636362,0.48104569292083466
lpi_klein1,54,108,12.860082304526749,-2000.0,2000.0,13.88888888888889,7.5465632763497466
lpi_klein2,477,531,1.998523414150746,-2000.0,1000.0,10.61215932914046,6.41886133764306
lpi_klein3,994,1082,1.2181220409332147,-2100.0,3500.0,13.180080482897385,8.705601101404891
lpi_mondou2,312,604,0.641025641025641,-1.0,1.0,3.871794871794872,2.0544446773474805
lpi_pang,361,741,1.0964444992728999,-100.0,99999.0,8.124653739612189,5.547925314531208
lpi_pilot4i,410,1123,1.1432791086592966,-27843.98828,27843.98828,12.839024390243903,13.881324145188577
lpi_qual,323,464,1.098270524180634,-2282.10986,10080.0,5.095975232198143,3.4236587022662284
lpi_reactor,318,808,1.008390933432966,-20000.0,1.0,8.147798742138365,10.137428850942579
lpi_refinery,323,464,1.084925803352194,-2400.0,10080.0,5.03405572755418,3.3829958085781437
lpi_vol1,323,464,1.098270524180634,-2282.10986,10080.0,5.095975232198143,3.4236587022662284
lpi_woodinfe,35,89,4.49438202247191,-1.0,1.0,4.0,1.2421180068162376
lhr01,1477,1477,0.8522462914772162,-1.38377056596,1.36925540692,12.587677725118484,16.017549104209202
lhr02,2954,2954,0.42637526248791563,-1.383771,1.369255,12.595125253893027,16.013321403049556
lhr04,4101,4101,0.49162214198771914,-1.51531787151,1.78734322177,20.161424042916362,25.763319494556363
lhr04c,4101,4101,0.49162214198771914,-1.51531787151,1.78834322177,20.161424042916362,25.763319494556363
barth,6691,6691,0.05905585548333696,1.0,1.0,3.9514272903900762,1.6066301626870365
barth4,6019,6019,0.06484422521902108,1.0,1.0,3.902973915932879,0.6785509769313829
barth5,15606,15606,0.025245205410584087,1.0,1.0,3.939766756375753,0.6371483445849815
nasa2146,2146,2146,0.8077187320044923,-6608824.65035,13382487.020379,33.6672879776328,4.966825810128566
lp_nug05,210,225,2.2222222222222223,-1.0,1.0,5.0,0.0
